"Proportion","SD","CI_lower","CI_upper","Measure"
0.605947955390335,0.0297380558499641,0.546965747058754,0.663437754243836,"Surg_radical"
0.394052044609665,0.0297380558499641,0.336562245756164,0.453034252941246,"Surg_sparing"
0.54726368159204,0.035022351024722,0.478249310993538,0.615386957961083,"Surg_radical_1.2"
0.45273631840796,0.035022351024722,0.384613042038917,0.521750689006462,"Surg_sparing_1.2"
0.771428571428571,0.0498344485486124,0.666918726357208,0.861264823136231,"Surg_radical_3.4"
0.228571428571429,0.0498344485486124,0.138735176863769,0.333081273642792,"Surg_sparing_3.4"
